Iteration ;Fitness EW;tb ;Safety margin ;First-order momentum;zj-min ;zcr ;Kernel ;
9999 ;1 ;56 ;0.011655657 ;28.981931 ;16.859538 ;16.663029 ;0.0128762765548548;0;0.0357078540338884;0.0694646130612849;0;0;0.00916251182070806;0.0186182466346694;0;0;0.017104970775789;0.0203095416823611;0.0157593583083646;0;0.079453676251292;0;0;0;0.0259234402844602;0;0;0;0.0687155447041081;0;0.073389110309664;0.0204561721515996;0;0;0;0;0.0339397581864717;0;0.0786607553191961;0;0;0.0230626273235612;0;0.0286290363268489;0;0.0696005887685786;0.0198939357875971;0;0.0882155490713183;0;0.0278175548029297;0.0363311037997903;0;0;0.0247328495288434;0;0;0;0.0709710979773552;0;0;0.0312038265344654;
9999 ;1 ;56 ;0.014248207 ;29.124985 ;16.884154 ;16.643585 ;0.0234127765136286;0;0.0354040201705178;0.065624432744124;0;0;0.00865598488563977;0.0173155279802031;0;0;0.00624878817347989;0.0192466754511384;0.0157473051444961;0;0.0793929080295739;0;0;0;0.0259036133684353;0;0;0;0.0686629892824704;0;0.0733329804244604;0.0204405267433131;0;0;0;0;0.0356290054017808;0;0.0794079438284987;0;0;0.0232816962869924;0;0.0289009799013674;0;0.07026171590825;0.0200829057531788;0;0.0890534973511236;0;0.0280817902176712;0.0366762083335483;0;0;0.0286699245483702;0;0;0;0.0698533963354379;0;0;0.0307124072222997;
9999 ;1 ;54 ;0.0111628 ;28.634589 ;17.282443 ;17.089522 ;0.0139258876462646;0;0.0356750352383552;0.0661267827599211;0;0;0.00872224578820628;0.0180035244949259;0;0;0.0168538735832641;0.0200114020968129;0.0155280144096177;0;0.0794249160976551;0;0;0;0.0262962232722797;0;0;0;0.0697036846185392;0;0.074444456803588;0.0207503349976704;0;0;0;0;0.0361690188812095;0;0.08382741941527;0;0;0.0245774468554898;0;0.0303392597748339;0;0.073758345164799;0.0210823472684526;0;0.0934853143116226;0;0.0294793024756923;0.0385014285323524;0;0;0.0262103250092194;0;0.00447900245546395;0;0.0700443344532444;0.00258007359524999;
9999 ;1 ;54 ;0.010860083 ;28.311935 ;17.145666 ;16.959463 ;0.0236854624324518;0;0.0358163667268783;0.0663887529745617;0;0;0.00875680014736178;0.0177938395130487;0;0;0.0166575784535042;0.0197783315951347;0.0153471614093628;0;0.0784998632227456;0;0;0;0.025989954180256;0;0;0;0.0688918538100699;0;0.0735774107660126;0.0205086582293711;0;0;0;0;0.0357477624727346;0;0.0828510910898992;0;0;0.024291196154971;0;0.029985901901055;0;0.0728992901906726;0.0208368035913709;0;0.0923965015937161;0;0.0291359604258003;0.0380530068165751;0;0;0.0259050563643992;0;0.00442683602833094;0;0.069228536135278;0.00255002377443772;
9999 ;1 ;56 ;0.021804167 ;28.404605 ;17.696237 ;17.310385 ;0.0132379556736809;0;0.0367108446987074;0.071415790479273;0;0;0.00941987575564917;0.0191412107856976;0;0;0.0175854288283462;0.0208800122767247;0.0162020197254251;0;0.0816854344378795;0;0;0;0.0294357676159823;0;0;0;0.0747710702032922;0;0.0791008831963519;0.0220482477193223;0;0;0;0;0.0390000198657565;0;0.0903887117653911;0;0;0.0087653801945482;0;0;0;0.0708710641382943;0.0202570757533938;0;0.0898258182415075;0;0.0283253309417257;0.03699428457669;0;0;0.0251843180681939;0;0;0;0.0696907804828149;0;0;0.0290626745753519;
9999 ;1 ;56 ;0.013518357 ;29.29367 ;17.207267 ;16.974653 ;0.0138411483406513;0;0.0354579519334617;0.0657243999606445;0;0;0.0086691707476591;0.0176157763565653;0;0;0.006357141121508;0.0195804096035812;0.0160203607976139;0;0.0807695678552403;0;0;0;0.0263527777176066;0;0;0;0.0698535941009779;0;0.0746045621129549;0.0207949620786771;0;0;0;0;0.0362468064319032;0;0.0807848643724186;0;0;0.0236853970298816;0;0.0294021180878889;0;0.0714800423806503;0.0204311400000305;0;0.0905976701894924;0;0.0285687237912727;0.0373121676884035;0;0;0.029167056273485;0;0;0;0.0723994721625348;0.0045501232901129;0;0.0197325955747844;
9999 ;1 ;56 ;0.021767492 ;28.919667 ;17.666156 ;17.281608 ;0.0140677659010439;0;0.0360384958569799;0.0668004886500203;0;0;0.00881110884969442;0.0179041949302339;0;0;0.0167608869057459;0.0199009946118944;0.0154423428005794;0;0.0789867106593862;0;0;0;0.0261511409906733;0;0;0;0.0741699511231648;0;0.0792144884840723;0.0220799135797359;0;0;0;0;0.0401923846532114;0;0.0931522056677902;0;0;0.00898637101758233;0;0;0;0.072022616805348;0.0205862240439431;0;0.0912853583489404;0;0.0287855767527308;0.0375953883923023;0;0;0.0255431207262623;0;0;0;0.0732961772802144;0;0;0.0322260929684501;
9999 ;1 ;56 ;0.014099912 ;29.26918 ;17.10017 ;16.859059 ;0.0128630973575693;0;0.0346999132695213;0.064319309321796;0;0;0.00848383667581655;0.017239177065138;0;0;0.0161383350808465;0.0191618093538218;0.0152653906747094;0;0.0780816105364869;0;0;0;0.0258514779115676;0;0;0;0.0685247932607331;0;0.0731853852459996;0.0203993866836149;0;0;0;0;0.0355572959283594;0;0.0824096547614117;0;0;0.0241617709862235;0;0.0298261349472653;0;0.0725108777438625;0.0207257836644902;0;0.0919042066596112;0;0.0289807220188207;0.0378502577713177;0;0;0.02576703243713;0;0;0;0.0713032847030899;0.00448123068716197;0;0.0203082252536349;
9999 ;1 ;53 ;0.028542319 ;28.314479 ;18.133545 ;17.615972 ;0.0133073455316166;0;0.0369032732247681;0.0717901331404722;0;0;0.00946925224976722;0.019241543943617;0;0;0.0176776069892508;0.0209894597715866;0.0162869464221698;0;0.082113607853079;0;0;0;0.0267912991588763;0;0;0;0.0710159876479234;0;0.0758460137904081;0.0211409991014004;0;0;0;0;0.0407170421431252;0;0.0943681823466382;0;0;0.0091512864867873;0;0;0;0.0739912470603836;0.021148917615594;0;0.093780506765627;0;0.0295723873383171;0.0386230019715051;0;0;0.0263321629358284;0;0;0.0140451492551874;0.0756966472560707;
9999 ;1 ;56 ;0.018393275 ;28.750194 ;17.693906 ;17.368457 ;0.0135164181177559;0;0.0375521150091591;0.0679783390926728;0;0;0.00905907757554142;0.0184080679931935;0;0;0.0172325841507785;0.0204610630846803;0.0158769326046181;0;0.0812096129450313;0;0;0;0.0268871056940406;0;0;0;0.0712699430711922;0;0.0751442365219862;0.0209453886551865;0;0;0;0;0.0365090085451036;0;0.0919352204176648;0;0;0.00891535175677737;0;0;0;0.0761119295154272;0.0217550722664806;0;0.0964683743611097;0;0.0325987208902595;0.0401789087122633;0;0;0.0253709383095415;0;0;0;0.0702072014650384;0.00441234463426142;0;0.0199960446102357;
