0;0.306571;0.260769
1;0.306571;0.255089
2;0.31519;0.256146
3;0.31519;0.257837
4;0.31519;0.260629
5;0.319221;0.258596
6;0.366837;0.264204
7;0.366837;0.267885
8;0.366837;0.269911
9;0.368767;0.273449
10;0.368767;0.282592
11;0.383593;0.287065
12;0.383593;0.291635
13;0.401946;0.303446
14;0.401946;0.309292
15;0.401946;0.319023
16;0.438549;0.322865
17;0.442734;0.330747
18;0.442734;0.347209
19;0.44737;0.349962
20;0.455333;0.351912
21;0.470213;0.366156
22;0.519417;0.381364
23;0.524583;0.391832
24;0.524583;0.398271
25;0.524583;0.399527
26;0.524583;0.413244
27;0.526928;0.424853
28;0.526928;0.436025
29;0.658266;0.444609
30;0.658266;0.450324
31;0.658266;0.445793
32;0.658266;0.467511
33;0.668687;0.481619
34;0.685399;0.497196
35;0.713276;0.523681
36;0.713276;0.552547
37;0.745524;0.5646
38;0.745524;0.561776
39;0.801736;0.578714
40;0.801736;0.576
41;0.801736;0.597968
42;0.801736;0.613387
43;0.801736;0.630761
44;0.801736;0.633277
45;0.801736;0.634251
46;0.801799;0.649845
47;0.802169;0.650352
48;0.802169;0.648219
49;0.802169;0.662263
50;0.802762;0.661639
51;0.802762;0.656413
52;0.802762;0.658675
53;0.802762;0.660898
54;0.802793;0.657824
55;0.802793;0.657488
56;0.802793;0.658795
57;0.802865;0.674277
58;0.80303;0.677898
59;0.803155;0.67794
60;0.803155;0.689331
61;0.803155;0.686855
62;0.803155;0.685593
63;0.803165;0.692097
64;0.80365;0.687642
65;0.80365;0.689743
66;0.803922;0.697029
67;0.803922;0.698932
68;0.803968;0.689661
69;0.804587;0.702618
70;0.804587;0.68714
71;0.804587;0.694096
72;0.804587;0.694209
73;0.805291;0.669606
74;0.805291;0.68434
75;0.805618;0.685964
76;0.805618;0.691094
77;0.806098;0.70364
78;0.806098;0.706537
79;0.806098;0.702333
80;0.806098;0.696915
81;0.806098;0.709519
82;0.806098;0.699358
83;0.806098;0.687985
84;0.806135;0.696968
85;0.806211;0.674129
86;0.806536;0.682339
87;0.806536;0.663164
88;0.806536;0.687721
89;0.806536;0.68873
90;0.807463;0.688578
91;0.807463;0.692402
92;0.807463;0.698489
93;0.808065;0.709734
94;0.808065;0.717016
95;0.808065;0.721203
96;0.809434;0.706242
97;0.809434;0.695264
