1960-01-16 00:00:00.000;1960-01-16 00:00:00.000
1962-11-01 00:00:00.000;1963-04-14 00:00:00.000
1964-04-15 00:00:00.000;1964-04-15 00:00:00.000
1966-12-14 00:00:00.000;1966-12-14 00:00:00.000
1979-02-13 00:00:00.000;1979-02-13 00:00:00.000
